,budget,high_margin,low_margin,high_degree,low_degree,other,total,time,time_defense
0,1,"(0.0, 0.0)","(1.0, 0.0)","(0.07333333333333333, 0.08837151016885368)","(0.060000000000000005, 0.09856107606091623)","(0.4533333333333333, 0.15522640914238173)","(0.31733333333333336, 0.04589843860815602)","(213.24935234946508, 12.957105334897221)","(1.5345193022241195, 0.14570569882036014)"
1,2,"(0.0, 0.0)","(1.0, 0.0)","(0.18, 0.10141851056742199)","(0.8933333333333333, 0.07037315505489966)","(0.7866666666666667, 0.09904304018720252)","(0.5720000000000001, 0.03363671463488327)","(206.1165222176661, 12.212380346113374)","(1.5054863726099332, 0.11699694937767284)"
2,3,"(0.0, 0.0)","(1.0, 0.0)","(0.21333333333333335, 0.0990430401872025)","(1.0, 0.0)","(0.9133333333333333, 0.09904304018720249)","(0.6253333333333333, 0.029728934118288287)","(183.7197691521297, 18.611537077805984)","(1.373187317016224, 0.13887667949456495)"
3,4,"(0.0, 0.0)","(1.0, 0.0)","(0.28, 0.10823255385643321)","(1.0, 0.0)","(0.98, 0.04140393356054124)","(0.652, 0.02484236013632476)","(345.37557398906597, 79.41779691816349)","(2.0139359696457784, 0.4638019822422978)"
4,5,"(0.0, 0.0)","(1.0, 0.0)","(0.3466666666666667, 0.12459458063579461)","(1.0, 0.0)","(0.9933333333333333, 0.025819888974716106)","(0.668, 0.024842360136324747)","(380.24340397256117, 4.645917671586491)","(2.3713296220327416, 0.23735022591683297)"
